published,channel,title,btc_change_15m,btc_change_1h,actual_15m,actual_1h,sentiment,confidence,news_type,model_score,model_score_1h,pred_15m,pred_1h,confidence_model,result_15m,result_1h
2026-04-17 14:32:15+00:00,unusual_whales_TG1,"Trump has said: The Strait of Hormuz is completely open and ready for business and full passage, but the naval blockade will remain in full force",0.24283812863663293,0.04667043273634734,0,0,positive,0.5193,institutional,0.4056,0.4523,1,1,0.0746,❌ FP,❌ FP
2026-04-17 13:49:16+00:00,unusual_whales_TG1,"BREAKING: Iran's Foreign Minister announces that the Strait of Hormuz has officially re-opened following the U.S. naval blockade in the region, per FOX",0.2420746197286791,1.140035170262175,0,1,positive,0.5946,etf,0.3977,0.4563,1,1,0.0591,❌ FP,✅ TP
2026-04-17 13:38:52+00:00,unusual_whales_TG1,Qatar’s finance minister has said that the Iran war could trigger a major economic hit within 1–2 months,0.9548558951097968,1.7212826090250481,1,1,negative,0.6602,market_analysis,0.4197,0.4694,1,1,0.0707,✅ TP,✅ TP
2026-04-17 13:26:05+00:00,porter_news,"JUST IN:  President Trump says the US is the ""HOTTEST"" country in the world right now.",0.4990248631468767,1.588150972960572,1,1,positive,0.4991,institutional,0.4319,0.496,1,1,0.1072,✅ TP,✅ TP
2026-04-17 12:31:56+00:00,unusual_whales_TG1,"The US economy could face a major supply shock from the conflict in the Middle East, New York Fed president John Williams has said",0.35421808136027616,0.7008645253355126,1,1,negative,0.95,institutional,0.4345,0.5021,1,1,0.0705,✅ TP,✅ TP
2026-04-17 12:31:35+00:00,unusual_whales_TG1,"""US job market is signaling that a recession is already underway,"" per Mark Zandi of Moody's, in BI",0.35421808136027616,0.7008645253355126,1,1,negative,0.9534,macro_economic,0.3583,0.4067,0,1,0.0619,⚠️ FN,✅ TP
2026-04-17 12:31:25+00:00,unusual_whales_TG1,"Hollywood job market is collapsing, per WSJ:",0.35421808136027616,0.7008645253355126,1,1,negative,0.9667,market_analysis,0.386,0.4306,0,1,0.0568,⚠️ FN,✅ TP
2026-04-17 12:30:08+00:00,unusual_whales_TG1,"Inflation in Argentina skyrockets above 32% annually and Milei's Government asks for ""patience,"" per CBS",0.12869900919554642,0.33705565398535386,0,0,positive,0.4797,macro_economic,0.3505,0.4049,0,1,0.057,✔️ TN,❌ FP
2026-04-16 20:28:35+00:00,unusual_whales_TG1,"Over $7,400,000,000 in crypto long positions will be liquidated if Bitcoin drops to close the $67,180 CME gap.",-0.15528881631939512,-0.36088658118178735,0,0,negative,0.8917,regulatory,0.3824,0.4219,0,1,0.0677,✔️ TN,❌ FP
2026-04-16 20:19:10+00:00,unusual_whales_TG1,"""Americans might not know it, but they’re getting bigger refunds or owing less this tax season,"" per WSJ",-0.149708148953886,-0.25590112927851305,0,0,positive,0.5728,etf,0.3566,0.3984,0,0,0.0552,✔️ TN,✔️ TN
2026-04-16 20:18:09+00:00,unusual_whales_TG1,"Google, $GOOGL, is reportedly working on an agreement with the Department of War, to allow its Gemini AI model to be used, per the Information",-0.26295643132986096,-0.2312363483712857,0,0,positive,0.7018,partnership,0.3628,0.3941,0,0,0.0549,✔️ TN,✔️ TN
2026-04-16 20:17:43+00:00,unusual_whales_TG1,The U.S. Senate passed a House Joint Resolution (H.J. Res 140) in a 50–49 vote to overturn a 20-year ban on mining near the Boundary Waters Canoe Area Wilderness.,-0.27624291051113214,-0.28721135948880144,0,0,positive,0.6973,partnership,0.3733,0.4056,0,1,0.0586,✔️ TN,❌ FP
2026-04-16 20:17:43+00:00,unusual_whales_TG1,"BREAKING: The House narrowly failed to pass a resolution to end Trump’s war with Iran, losing by a single vote, 213–214.",-0.27624291051113214,-0.28721135948880144,0,0,negative,0.8579,market_analysis,0.3726,0.3992,0,0,0.0523,✔️ TN,✔️ TN
2026-04-16 20:17:22+00:00,unusual_whales_TG1,"The Pope has said the world is “being ravaged by a handful of tyrants” after an escalating war of words with Donald Trump, per the Telegraph",-0.27624291051113214,-0.28721135948880144,0,0,negative,0.7865,institutional,0.391,0.4282,1,1,0.0695,❌ FP,❌ FP
2026-04-16 20:16:50+00:00,unusual_whales_TG1,"“The Trump administration has abruptly canceled an $11 million contract with Catholic Charities to shelter and care for migrant children who enter the U.S. alone,"" per the Miami Herald.",-0.3839150630391491,-0.2999867285998588,1,0,negative,0.9547,etf,0.392,0.4367,1,1,0.0586,✅ TP,❌ FP
2026-04-16 20:16:20+00:00,unusual_whales_TG1,Trump: Lebanon and Israel agree on a 10-day ceasefire,-0.3839150630391491,-0.2999867285998588,1,0,positive,0.8553,institutional,0.3804,0.4222,0,1,0.0721,⚠️ FN,❌ FP
2026-04-16 16:22:05+00:00,porter_news,"JUST IN:  S&P 500 $SPX reaches new all-time high of 7,050",-0.326486824886495,-0.6975280800109167,1,1,positive,0.8857,market_analysis,0.4447,0.4674,1,1,0.1058,✅ TP,✅ TP
2026-04-16 16:01:43+00:00,porter_news,JUST IN:  US stock market erases losses and flips green after Israel and Lebanon agree to 10-day ceasefire.,0.018737130760824817,-0.922880591114351,0,1,negative,0.8481,etf,0.4156,0.4689,1,1,0.0793,❌ FP,✅ TP
2026-04-16 15:31:13+00:00,porter_news,JUST IN:  $12 trillion Charles Schwab to allow retail clients to trade more cryptocurrencies after its spot Bitcoin and Ethereum trading launch.,0.5415173640111071,0.44362421531913543,1,0,positive,0.641,etf,0.4467,0.4705,1,1,0.1174,✅ TP,❌ FP
2026-04-16 15:17:24+00:00,unusual_whales_TG1,"Senior Iranian officials have grown frustrated with a plan to generate revenue from shipping in the Strait of Hormuz, with little money collected despite expectations of significant income, per Reuter",-0.08751448755952437,0.7915354813411244,0,1,negative,0.9676,defi,0.3719,0.4064,0,1,0.0563,✔️ TN,✅ TP
2026-04-16 14:09:11+00:00,unusual_whales_TG1,Fed's Williams: Good liquidity levels are good for financial stability and the broader economy.,-0.4752957155070605,0.6014279839399304,1,1,positive,0.874,macro_economic,0.3747,0.4112,0,1,0.0691,⚠️ FN,✅ TP
2026-04-16 13:56:54+00:00,unusual_whales_TG1,"German Chancellor Merz on Strait of Hormuz: Coalition agrees we are in principle ready to provide assistance, given an international mandate or a mandate from the German parliament",0.3197045131817167,0.24757795910214359,1,0,positive,0.8799,partnership,0.3851,0.4306,0,1,0.0532,⚠️ FN,❌ FP
2026-04-16 13:51:38+00:00,unusual_whales_TG1,"Only 28% of small business owners now say the U.S. economy is in good health, per FORTUNE",-0.08895805142084606,0.1409472259810602,0,0,positive,0.8587,institutional,0.3751,0.4452,0,1,0.0526,✔️ TN,❌ FP
2026-04-16 13:20:37+00:00,unusual_whales_TG1,"""26% of CEOs think the greatest threat to their job security is their own CFO,"" per FORTUNE",-0.31549501682062425,-1.7649166337622761,1,1,negative,0.7996,institutional,0.3613,0.3949,0,0,0.0516,⚠️ FN,⚠️ FN
2026-04-16 13:18:03+00:00,unusual_whales_TG1,"""The ‘affordability economy’ has created a housing market nobody predicted: Prices collapsing in the Sun Belt, soaring in the Rust Belt,"" per FORTUNE",-0.1597472019548209,-1.7900121762363101,0,1,negative,0.4834,market_analysis,0.3691,0.4085,0,1,0.0639,✔️ TN,✅ TP
2026-04-16 13:17:13+00:00,unusual_whales_TG1,"""Tariff-battered American companies are so cash-starved they are using refund claims as collateral for loans,"" per FORTUNE",-0.08555867800290319,-1.6936531939680783,0,1,negative,0.9108,etf,0.3449,0.3871,0,0,0.0463,✔️ TN,⚠️ FN
2026-04-16 13:16:09+00:00,unusual_whales_TG1,"""Iran’s crumbling economy is the regime’s greatest weakness with prices up 40% since the war began while authorities worry about making payroll,"" per FORTUNE",0.03490545526027394,-1.6780677344903,0,1,positive,0.5019,macro_economic,0.3905,0.4296,1,1,0.0686,❌ FP,✅ TP
2026-04-16 06:02:58+00:00,unusual_whales_TG1,"At least two US-sanctioned, Iran-linked ships made their way through the Strait of Hormuz and into the Persian Gulf on Thursday, taking what may be a new route from the UAE, per Bloomberg",0.06125383236282315,0.0003731739134553556,0,0,positive,0.7935,etf,0.3388,0.3772,0,0,0.0403,✔️ TN,✔️ TN
2026-04-16 06:02:44+00:00,unusual_whales_TG1,"At least two US-sanctioned, Iran-linked ships made their way through the Strait of Hormuz and into the Persian Gulf on Thursday, taking what may be a new route from the UAE, per Bloomberg",0.06125383236282315,0.0003731739134553556,0,0,positive,0.7935,etf,0.3388,0.3773,0,0,0.0404,✔️ TN,✔️ TN
2026-04-16 03:41:32+00:00,unusual_whales_TG1,"The US Senate blocked two resolutions that would have stopped the sale of some $450 million in bombs and bulldozers to Israel, per Reuters",-0.10203244631792911,0.22975306147356103,0,0,negative,0.8844,defi,0.3437,0.3789,0,0,0.0473,✔️ TN,✔️ TN
2026-04-16 03:17:32+00:00,unusual_whales_TG1,"Iran could consider ships being able to sail through Oman's side of Strait of Hormuz without interference or attack as part of a deal with US, per Reuters",-0.045336261933257176,-0.1443111053719048,0,0,positive,0.6266,etf,0.3361,0.3866,0,0,0.0417,✔️ TN,✔️ TN
2026-04-16 02:36:39+00:00,unusual_whales_TG1,"JD Vance suspends 447 hospices in LA as part of anti-fraud crackdown, pe rNYP",-0.1786756014241238,-0.025256621266497723,0,0,negative,0.9557,regulatory,0.3284,0.3618,0,0,0.0341,✔️ TN,✔️ TN
2026-04-16 01:56:22+00:00,unusual_whales_TG1,"Spirit Airlines is at risk of being liquidated as soon as this week, per Bloomberg.",0.13329002446040275,0.4469041525865859,0,0,negative,0.8343,macro_economic,0.3317,0.372,0,0,0.0384,✔️ TN,✔️ TN
2026-04-16 01:56:02+00:00,unusual_whales_TG1,"The BBC is cutting as many as 2,000 jobs, affecting 10% of its 21,500 employees, in what is being described as the biggest scaling back in 15 years.",0.13329002446040275,0.4469041525865859,0,0,negative,0.9712,macro_economic,0.336,0.3762,0,0,0.0449,✔️ TN,✔️ TN
2026-04-16 01:55:36+00:00,unusual_whales_TG1,"Congresswoman Ansari has introduced Articles of Impeachment against Pete Hegseth for violating his oath, endangering U.S. servicemembers, and committing war crimes, including attacks on civilians and",0.09132787296123916,0.42413714996454527,0,0,negative,0.7764,etf,0.3363,0.3778,0,0,0.0401,✔️ TN,✔️ TN
2026-04-16 01:53:56+00:00,unusual_whales_TG1,"Trump approved more H-2B visas for foreign workers after meeting with associates who have ties to his businesses, per WSJ",-0.06388568574833772,0.33092222584212666,0,0,positive,0.8773,etf,0.3306,0.3747,0,0,0.0349,✔️ TN,✔️ TN
2026-04-16 01:52:52+00:00,unusual_whales_TG1,"Anthropic has received several offers from investors for a new round of funding that could value the  company at $800 billion or higher, up from $350 billion,’per Bloomberg",0.02405487189507234,0.23973171049558617,0,0,positive,0.9484,partnership,0.341,0.3819,0,0,0.0438,✔️ TN,✔️ TN
2026-04-16 01:52:08+00:00,unusual_whales_TG1,"BREAKING: A jury has found Live Nation and Ticketmaster to be an illegal monopoly that overcharges fans, per MorePerfectUnion",0.02405487189507234,0.23973171049558617,0,0,negative,0.9414,defi,0.3908,0.4618,1,1,0.051,❌ FP,❌ FP
2026-04-16 01:51:48+00:00,unusual_whales_TG1,BREAKING: S&P500 closed at an all time high today.,0.09023254468365349,0.3122445174721985,0,0,positive,0.8242,macro_economic,0.3284,0.3649,0,0,0.0359,✔️ TN,✔️ TN
2026-04-16 01:50:46+00:00,unusual_whales_TG1,"HockeyStack raises $50M for AI Agents that run New Business, Expansion, and Prospecting to help close business opportunities.",0.09895386461928467,0.37580231731814284,0,0,positive,0.8476,etf,0.3413,0.3859,0,0,0.0453,✔️ TN,✔️ TN
2026-04-16 01:50:10+00:00,unusual_whales_TG1,Both of these contracts are now up huge.,0.09895386461928467,0.37580231731814284,0,0,positive,0.4745,market_analysis,0.3491,0.394,0,0,0.0489,✔️ TN,✔️ TN
2026-04-16 01:48:55+00:00,unusual_whales_TG1,BREAKING: Senate votes 52 to 47 to block resolution that would have prevented further US-Iran strikes without Congressional approval,-0.00321298087112845,0.37717717942850265,0,0,negative,0.8026,etf,0.3644,0.4008,0,1,0.0466,✔️ TN,❌ FP
2026-04-16 01:48:30+00:00,unusual_whales_TG1,"The US will resume sanctions on Russian and Iranian oil, Treasury Secretary Bessent has said",-0.00321298087112845,0.37717717942850265,0,0,negative,0.6899,partnership,0.3401,0.3899,0,0,0.0462,✔️ TN,✔️ TN
2026-04-16 01:48:11+00:00,unusual_whales_TG1,"Gucci reported an 8% sales decline in Q1 2026 sales, marking its 11th straight quarterly sales",-0.00321298087112845,0.37717717942850265,0,0,negative,0.976,market_analysis,0.3437,0.3693,0,0,0.0475,✔️ TN,✔️ TN
2026-04-16 01:47:32+00:00,unusual_whales_TG1,"Snapchat, $SNAP, is eliminating roughly 1,000 positions, 16% of its workforce.",0.013442595031372656,0.3484497367447176,0,0,negative,0.9658,macro_economic,0.3381,0.3851,0,0,0.0436,✔️ TN,✔️ TN
2026-04-16 01:47:15+00:00,unusual_whales_TG1,BREAKING: S&P500 has hit a new all time high.,0.013442595031372656,0.3484497367447176,0,0,positive,0.9258,macro_economic,0.3427,0.3922,0,0,0.0484,✔️ TN,✔️ TN
2026-04-16 01:46:30+00:00,unusual_whales_TG1,IMF's Managing Director Georgieva: 20% of oil and gas is still missing from the world economy.,0.052350971198930674,0.4879839249832536,0,0,negative,0.9181,partnership,0.3423,0.3794,0,0,0.0437,✔️ TN,✔️ TN
2026-04-16 01:46:08+00:00,unusual_whales_TG1,BREAKING: US CFTC is now reportedly investigating these trades.,0.052350971198930674,0.4879839249832536,0,0,negative,0.56,regulatory,0.3973,0.4483,1,1,0.0683,❌ FP,❌ FP
2026-04-16 01:45:02+00:00,unusual_whales_TG1,NYC’s Zohran Mamdani has reached a deal with Governor Kathy Hochul to introduce the state’s first tax on second homes worth over $5 million owned by out-of-state residents.,0.07236599301836039,0.5320186041130152,0,1,positive,0.9014,institutional,0.3393,0.3782,0,0,0.042,✔️ TN,⚠️ FN
2026-04-16 01:43:45+00:00,unusual_whales_TG1,"Europe is accelerating a fallback plan for NATO in case President Trump pulls out of the alliance, per WSJ",-0.04062232219365428,0.682746893744635,0,1,positive,0.3722,institutional,0.3396,0.3896,0,0,0.0448,✔️ TN,⚠️ FN
2026-04-16 01:43:18+00:00,unusual_whales_TG1,"Trump: Interest rates will be lower when Warsh gets in... if Powell doesn't leave, I have to fire him.",-0.04062232219365428,0.682746893744635,0,1,negative,0.9345,macro_economic,0.3374,0.3771,0,0,0.0407,✔️ TN,⚠️ FN
2026-04-15 16:02:41+00:00,porter_news,"JUST IN:  US sends 10,000 additional troops to the Middle East.",0.15169203542456755,0.09432756962185025,0,0,positive,0.717,macro_economic,0.423,0.4795,1,1,0.1091,❌ FP,❌ FP
2026-04-15 15:09:39+00:00,porter_news,JUST IN:  Israel has rejected a U.S. request for a temporary ceasefire in Lebanon.,0.12042906215918063,-0.003893093489942918,0,0,negative,0.8065,etf,0.4306,0.517,1,1,0.0998,❌ FP,❌ FP
2026-04-15 14:27:01+00:00,unusual_whales_TG1,"BREAKING: The US has not agreed to an extension of the ceasefire, per Axios",-0.5544652549039096,-0.52383708717658,1,1,negative,0.8262,macro_economic,0.3652,0.4018,0,1,0.0577,⚠️ FN,✅ TP
2026-04-15 14:26:46+00:00,unusual_whales_TG1,"""Americans feel worse about the economy than ever before,"" per BI",-0.6257663620264882,-0.5398223564261618,1,1,negative,0.9409,macro_economic,0.366,0.4022,0,1,0.0591,⚠️ FN,✅ TP
2026-04-15 14:26:34+00:00,unusual_whales_TG1,"""Across the country, at least ten states, including Washington, are now exploring or have already passed an exit or wealth tax to combat revenue losses from residents fleeing to lower tax areas,"" per",-0.6257663620264882,-0.5398223564261618,1,1,negative,0.5983,regulatory,0.3604,0.3989,0,0,0.0569,⚠️ FN,⚠️ FN
2026-04-15 12:22:42+00:00,unusual_whales_TG1,"China now tops US in global approval ratings, per Gallup",0.19212532665212514,0.052803146636489516,0,0,positive,0.8735,institutional,0.3569,0.4014,0,1,0.0554,✔️ TN,❌ FP
2026-04-15 12:22:16+00:00,unusual_whales_TG1,"Donald Trump’s tariffs may be restored by July to the levels in place before the Supreme Court struck down many of his levies, Treasury Secretary Scott Bessent said",0.19212532665212514,0.052803146636489516,0,0,negative,0.5837,institutional,0.3482,0.3922,0,0,0.0487,✔️ TN,✔️ TN
2026-04-15 12:21:58+00:00,unusual_whales_TG1,"BREAKING: Maine has approved a bill freezing construction of new data centers until November 2027, per WSJ",0.16707850264682966,0.06230753706995337,0,0,negative,0.4639,etf,0.3364,0.3854,0,0,0.0439,✔️ TN,✔️ TN
2026-04-15 03:19:37+00:00,unusual_whales_TG1,"Anthropic shifts Claude Enterprise to usage-based billing, raising costs for heavy users, per the Information",0.11673515632243515,0.1402358042072526,0,0,positive,0.5954,macro_economic,0.3362,0.3781,0,0,0.0404,✔️ TN,✔️ TN
2026-04-15 02:49:57+00:00,unusual_whales_TG1,"US Treasury Secretary Scott Bessent said China had been an unreliable global partner during the Middle East war by hoarding oil supplies and limiting exports ‌of some goods, mirroring its actions with",-0.016621740374337363,0.06643308227412212,0,0,negative,0.9597,partnership,0.3359,0.3733,0,0,0.0387,✔️ TN,✔️ TN
2026-04-15 02:43:48+00:00,unusual_whales_TG1,"There is a 61% of Democratic Party to win the US 2028 Presidential Election, an all time high, per Polymarket:",0.06113635534426593,-0.0577436309340526,0,0,positive,0.719,market_analysis,0.3375,0.3854,0,0,0.0434,✔️ TN,✔️ TN
2026-04-15 02:43:23+00:00,unusual_whales_TG1,NEWS: Italy suspends defence agreement with Israel,0.06113635534426593,-0.0577436309340526,0,0,negative,0.8922,partnership,0.3535,0.3834,0,0,0.0468,✔️ TN,✔️ TN
2026-04-15 02:40:26+00:00,unusual_whales_TG1,"IMF's Managing Director Georgieva: I am concerned that the oil shock is taking attention away from pressing issues, including AI and financial stability risks.",0.1098485700360956,-0.029694262220135496,0,0,negative,0.9067,macro_economic,0.332,0.3738,0,0,0.0391,✔️ TN,✔️ TN
2026-04-15 02:40:07+00:00,unusual_whales_TG1,Kim Jung Un of North Korea has said: I am always ready to sit down with the US President at any time to make efforts for a mediation with Iran to produce an outcome that the international community wo,0.1098485700360956,-0.029694262220135496,0,0,positive,0.7661,macro_economic,0.3376,0.3969,0,0,0.049,✔️ TN,✔️ TN
2026-04-15 02:39:48+00:00,unusual_whales_TG1,"Mark Carney of Canada has announced it will suspend the federal fuel excise tax on gas, diesel and aviation fuel starting next week",0.08655956374088168,-0.018316633995256893,0,0,negative,0.551,partnership,0.3446,0.3939,0,0,0.0505,✔️ TN,✔️ TN
2026-04-15 02:39:07+00:00,unusual_whales_TG1,"European countries plan to help free up shipping through the Strait of Hormuz, which includes sending mine-clearing and other military vessels, per WSJ.",0.08655956374088168,-0.018316633995256893,0,0,positive,0.8253,partnership,0.3393,0.3709,0,0,0.0429,✔️ TN,✔️ TN
2026-04-14 19:08:15+00:00,unusual_whales_TG1,"BREAKING: The SEC has reportedly eliminated the Pattern Day Trader rule, replacing it with a new intraday margin system.",-0.4312578324299816,0.04078647955105874,1,0,negative,0.8046,regulatory,0.4027,0.439,1,1,0.078,✅ TP,❌ FP
2026-04-14 19:08:13+00:00,unusual_whales_TG1,"Nvidia, $NVDA, has introduced NVIDIA Ising, the world’s first open AI models to accelerate the path to useful quantum computers.",-0.4312578324299816,0.04078647955105874,1,0,positive,0.656,partnership,0.3897,0.4359,0,1,0.0734,⚠️ FN,❌ FP
2026-04-14 18:42:06+00:00,unusual_whales_TG1,JUST IN: IMF says there are further risks in asset prices.,-0.2971747397970952,-0.22737085170032637,0,0,negative,0.9142,macro_economic,0.3357,0.3853,0,0,0.0429,✔️ TN,✔️ TN
2026-04-14 18:15:07+00:00,unusual_whales_TG1,IMF has said it sees a risk in government bond markets.,-0.16974765173708184,-0.4543884228672355,0,0,negative,0.814,macro_economic,0.3703,0.3877,0,0,0.0593,✔️ TN,✔️ TN
2026-04-14 18:15:05+00:00,unusual_whales_TG1,China has said US Hormuz blockade is irresponsible.,-0.16974765173708184,-0.4543884228672355,0,0,negative,0.9175,macro_economic,0.3675,0.3973,0,0,0.0601,✔️ TN,✔️ TN
2026-04-14 17:43:26+00:00,unusual_whales_TG1,Citadel CEO Ken Griffin says President Trump became overconfident on Iran after the rapid US success in Venezuela.,0.26673355685206285,-0.3376925971209946,0,0,negative,0.9109,market_analysis,0.3631,0.3969,0,0,0.0592,✔️ TN,✔️ TN
2026-04-14 17:42:34+00:00,unusual_whales_TG1,JPMorgan has said the US economy is strong.,0.2615021720307325,-0.3628703132995941,0,0,positive,0.943,institutional,0.3656,0.4124,0,1,0.0497,✔️ TN,❌ FP
2026-04-14 17:42:34+00:00,unusual_whales_TG1,"Oracle accused of targeting employees with stock options in recent layoffs, per NYP",0.2615021720307325,-0.3628703132995941,0,0,negative,0.9458,regulatory,0.4129,0.4752,1,1,0.0655,❌ FP,❌ FP
2026-04-14 17:42:34+00:00,unusual_whales_TG1,Ken Griffin of Citadel has said there will be a global recession if the Strait of Hormuz remains closed for 6 to 12 months.,0.2615021720307325,-0.3628703132995941,0,0,negative,0.9574,defi,0.352,0.3978,0,0,0.046,✔️ TN,✔️ TN
2026-04-14 17:42:34+00:00,unusual_whales_TG1,"BREAKING: The International Monetary Fund says that global policymakers to prepare for liquidity shocks and market dysfunction in response to heightened financial stability risks, particularly in ligh",0.2615021720307325,-0.3628703132995941,0,0,positive,0.823,macro_economic,0.3705,0.4114,0,1,0.0701,✔️ TN,❌ FP
2026-04-14 15:34:01+00:00,unusual_whales_TG1,"Iran is considering a temporary halt to shipments through the Strait of Hormuz, per WSJ",0.29120018099366546,-0.053765766245338485,0,0,negative,0.9098,market_analysis,0.3852,0.4364,0,1,0.0577,✔️ TN,❌ FP
2026-04-14 15:00:45+00:00,unusual_whales_TG1,"US wholesale prices increased 4% last month, per Bloomberg.",-0.4457722780218489,0.45796313325498833,1,0,positive,0.9554,macro_economic,0.4324,0.4384,1,1,0.0795,✅ TP,❌ FP
2026-04-14 12:56:02+00:00,unusual_whales_TG1,"Jack Dorsey of Block has said that AI can make middle management obsolete, per FORTUNE.",0.21922709378607996,1.4131014767016477,0,1,negative,0.5696,etf,0.3894,0.4257,0,1,0.0563,✔️ TN,✅ TP
2026-04-14 12:19:29+00:00,unusual_whales_TG1,"One in six students, roughly 16%, say they've changed their major because of AI's impact on the job market, per Gallup.",-0.009013287199648468,0.40861132149588986,0,0,negative,0.9367,defi,0.3501,0.3837,0,0,0.0533,✔️ TN,✔️ TN
2026-04-14 12:03:24+00:00,unusual_whales_TG1,"""Companies are pushing people to spend more than ever before. It's trapping them in debt,"" per BI",-0.059740800709481,0.23688047136915222,0,0,negative,0.9277,institutional,0.3565,0.3901,0,0,0.0518,✔️ TN,✔️ TN
2026-04-14 12:02:22+00:00,unusual_whales_TG1,"A Texas man, Daniel Moreno-Gama, was charged with hurling a Molotov cocktail at the home of OpenAI CEO Sam Altman and attempting to set fire to the AI firm's headquarters, per Reuters",-0.011343520370156714,0.24169493698632394,0,0,negative,0.8004,institutional,0.3367,0.3679,0,0,0.0337,✔️ TN,✔️ TN
2026-04-14 10:48:15+00:00,unusual_whales_TG1,"Saudi Arabia is pressing the U.S. to drop its blockade of Hormuz, fearing President Trump’s move to close it off could lead Iran to escalate and disrupt other important shipping routes, per WSJ",0.010108766020766958,0.0426396353961684,0,0,negative,0.9425,defi,0.3291,0.374,0,0,0.0352,✔️ TN,✔️ TN
2026-04-14 06:05:55+00:00,unusual_whales_TG1,"BREAKING: A Chinese tanker sanctioned by the United States passed through the Strait of Hormuz despite a US blockade on the chokepoint, per Reuters",0.13663033239133204,0.4770421208451153,0,0,positive,0.5883,partnership,0.3479,0.3845,0,0,0.0468,✔️ TN,✔️ TN
2026-04-14 04:54:39+00:00,unusual_whales_TG1,"NEWS: A US-sanctioned tanker linked to China is making its way through the Strait of Hormuz, testing President Donald Trump’s naval blockade, per Bloomberg.",-0.05362423326017112,-0.22863899706417976,0,0,positive,0.5746,etf,0.3559,0.3887,0,0,0.0557,✔️ TN,✔️ TN
2026-04-14 04:53:54+00:00,unusual_whales_TG1,"BREAKING: Canadian Prime Minister Mark Carney secured a majority government, per AP",-0.07051027662077064,-0.22240648549357236,0,0,positive,0.7808,partnership,0.3989,0.4586,1,1,0.054,❌ FP,❌ FP
2026-04-14 04:52:11+00:00,unusual_whales_TG1,BREAKING: Tony Gonzales said he will step down from Congress after acknowledging an affair with a staffer who later died by suicide.,-0.07362548729668514,-0.17562844468341737,0,0,negative,0.8942,etf,0.3631,0.3985,0,0,0.0587,✔️ TN,✔️ TN
2026-04-14 04:51:47+00:00,unusual_whales_TG1,Bernie Sanders said he will force a vote on legislation to block nearly $500 million in bombs and bulldozers from being sold to the Israeli military.,-0.04910235966880147,-0.18400279263789815,0,0,negative,0.6705,exchange,0.3565,0.3991,0,0,0.0578,✔️ TN,✔️ TN
2026-04-13 22:56:54+00:00,unusual_whales_TG1,NEWS: Eric Swalwell has said that that he will be resigning from Congress.,0.027921686432371563,-0.2164901596477709,0,0,negative,0.6435,defi,0.3954,0.4265,1,1,0.0745,❌ FP,❌ FP
2026-04-13 22:13:37+00:00,unusual_whales_TG1,"BREAKING: A worker died at an Amazon, $AMZN, warehouse in Oregon last week, per MorePerfectUnion.",0.5171161247651961,1.2203663946515886,1,1,negative,0.9211,etf,0.453,0.5538,1,1,0.0747,✅ TP,✅ TP
2026-04-13 19:23:37+00:00,unusual_whales_TG1,"A judge dismisses President Trump's $10 billion lawsuit against The Wall Street Journal over reporting on his ties to Jeffrey Epstein, per AP",0.5080908087950353,0.3470414690712141,1,0,negative,0.8868,etf,0.3699,0.4107,0,1,0.0465,⚠️ FN,❌ FP
2026-04-13 19:08:56+00:00,unusual_whales_TG1,"At least two oil and chemical tankers were forced to turn away from the Strait of Hormuz on Monday after the United States moved to enforce a naval blockade, according to maritime tracking data.",0.6233080281106043,1.3112354331565519,1,1,negative,0.9462,partnership,0.4134,0.4837,1,1,0.0569,✅ TP,✅ TP
2026-04-13 18:37:09+00:00,unusual_whales_TG1,"Japanese washlet maker Toto has suspended new orders for its prefabricated bathrooms due to a material shortage as the Iran war continues to squeeze the global oil supply chain, per Bloomberg",0.07857271460847777,1.0238099386601955,0,1,negative,0.9648,defi,0.3986,0.4534,1,1,0.0605,❌ FP,✅ TP
2026-04-13 18:26:39+00:00,unusual_whales_TG1,"Iran has emerged from five weeks of punishing U.S. and Israeli bombing with most of the tools it needs to make a nuclear bomb intact, per WSJ",0.42366630394310095,1.0431228403295119,1,1,positive,0.7015,defi,0.3905,0.4283,1,1,0.0675,✅ TP,✅ TP
2026-04-13 17:52:59+00:00,unusual_whales_TG1,"Spanish Prime Minister Pedro Sanchez’s wife has been charged with influence peddling and private-sector corruption, per Bloomberg",0.037193481042463686,0.25201527024422193,0,0,negative,0.7463,defi,0.3622,0.3932,0,0,0.0559,✔️ TN,✔️ TN
2026-04-13 16:48:28+00:00,unusual_whales_TG1,"Iran has increased the alertness of its armed forces to ""maximum,"" given the escalating tensions.",-0.07343295322446147,0.14451494561121248,0,0,positive,0.9391,market_analysis,0.3929,0.4389,1,1,0.0716,❌ FP,❌ FP
2026-04-13 16:48:08+00:00,unusual_whales_TG1,"AG Paxton has launched investigation into Lululemon, $LULU, over the potential presence of toxic ""forever chemicals"" in activewear.",-0.07343295322446147,0.14451494561121248,0,0,negative,0.8882,etf,0.3926,0.4446,1,1,0.0483,❌ FP,❌ FP
2026-04-13 16:12:27+00:00,unusual_whales_TG1,Iran: Any military intervention in Strait of Hormuz escalates the crisis,0.2554100124558677,0.47481508923513877,0,0,negative,0.8504,macro_economic,0.3554,0.3978,0,0,0.0584,✔️ TN,✔️ TN
